Timestamp,L_1,L_2,A_1,A_2,B_1,B_2,C_1,C_2,A_3,A_4,B_3,B_4,C_3,C_4,L_3,L_4,L_5,L_6,L_7,L_8,L_9,L_10,A_5,B_5,C_5
47,-96.76537585313018,-52.777432587036046,-50.01143380650417,-57.241198460338,-55.684973237922065,-57.009836062310534,-55.647401585440775,-57.03519234195172,-65.60440412412251,-75.62509828532838,-72.34970911166204,-77.53650890677227,-75.04811657917435,-61.28962223314805,-97.85352548591688,-97.38769307418649,-50.10858983543835,-82.79363044057551,-93.368511123144,-27.40569075356298,-97.22116771582147,-66.19872951005813,-100.0,-100.0,-100.0
48,-89.35459377229851,-44.31465141538193,-49.91996340442584,-57.01829148182285,-55.617254694290416,-57.12786884785441,0.6436750530776294,-2.7852414962065524,-65.60440412412251,-71.88237144085294,-72.34970911166204,-76.34375716666588,-22.312345344598647,-19.73512809958278,-97.85352548591688,-90.07927370037034,-51.33677825436732,-82.79363044057551,-85.6531660010596,-32.94708382623533,-89.96279705532126,-66.13598933923981,-100.0,-100.0,-45.63692681213868
49,-89.33940774499939,-55.921461405588246,-50.05716898256583,-56.88716972722771,-55.59016727239975,-56.839344265744316,33.220407887917844,7.307162983912733,-67.43428704321066,-72.3384179887288,-72.34970911166204,-75.18158880637391,-9.802034646647996,-25.74902300786944,-97.85352548591688,-90.04907361845264,17.247060586492594,-82.79363044057551,-86.19509412250552,-38.13827733629896,-89.94761217852562,1.5136067713275025,-100.0,-100.0,53.84615377917717
50,-89.33940774499939,-55.49894371299124,-50.072414057904716,-56.88716972722771,-18.900250560289024,-21.363934419801666,33.23395892902337,7.3464840470500405,-67.43428704321066,-76.39565969531866,-30.155138973908684,-39.72016208371739,-11.987902109899736,-25.80330004116273,-97.85352548591688,-90.04907361845264,12.22946153160595,-82.79363044057551,-86.5088419838887,-38.13827733629896,-89.94761217852562,0.8705199561937746,-100.0,-71.36660100551248,53.84615377917717
51,-89.59757023396511,-56.033304330803944,-49.91996340442584,-56.99206713520042,11.01780999126548,-14.111475404653774,33.179754720197195,7.3464840470500405,-67.09312243066051,-74.8230853898996,-29.00775694247333,-51.005428538743026,-15.136101179162509,-28.20234477755627,-97.85352548591688,-90.04907361845264,45.63019546221226,-82.79363044057551,-86.30918425370517,-34.84743145077147,-89.94761217852562,34.452199843131865,-100.0,33.3333333261875,53.84615377917717
52,-89.3242217152122,-58.431713675064906,-50.02667885686555,-56.913394095333125,10.936547703403463,-14.045901630132235,33.19330578350477,7.307162983912733,-67.09312243066051,-74.8230853898996,-30.07433741755125,-51.77001298399593,-14.971130043485758,-28.20234477755627,-97.85352548591688,-90.04907361845264,46.28922337756157,-82.79363044057551,-86.20935538978169,-33.44148320814615,-89.94761217852562,40.05176064118211,-100.0,33.3333333261875,53.84615377917717
53,-88.15489749375264,-55.68534858156405,-24.53693117377759,-35.22585720435184,10.936547703403463,-14.150819673664145,33.27461209674402,7.425126151850108,-33.72102040259645,-46.658279606459566,-26.502908854254912,-48.665800128251874,-16.45587021952842,-28.20234477755627,-97.85352548591688,-88.82597037747966,41.73593947162357,-82.79363044057551,-85.25385054069253,-38.13827733629896,-88.67208260730354,31.252450797318573,-100.0,33.3333333261875,53.84615377917717
54,-88.15489749375264,-56.39368709435678,24.857077531096692,-14.062807310268127,10.963635147484155,-14.059016393631438,33.27461209674402,7.425126151850108,-20.958362418917005,-51.014310433732845,-32.61150614949428,-51.26538726215489,-18.779213632931473,-28.20234477755627,-97.85352548591688,-88.82597037747966,54.092713227980795,-82.79363044057551,-85.4249857386603,-31.592635519858558,-88.67208260730354,45.384675726103694,19.218131437878895,33.3333333261875,53.84615377917717
55,-82.06529992230014,-39.20715793911864,62.314200787927916,28.879564677233873,72.50626398503499,39.685245899486404,94.30855749599806,28.85510191100755,21.85779637482257,-5.425381348929207,63.041370404427425,9.167367538167525,76.53285675521704,-8.30438559587914,-97.85352548591688,-82.45375348373632,43.54826628791385,-82.79363044057551,-79.43525384951027,-31.216685989547454,-82.29443474372954,35.377617452646405,58.73016268582674,50.00000001071882,53.84615377917717
56,-82.06529992230014,-33.88840560637681,62.268465586888766,28.892676839803585,99.71558205905299,39.64590165196324,99.78318314249324,28.78956681293687,22.41606575882993,-8.256015089923395,81.96509374894114,6.047862982494678,67.12950233697893,-9.834997835151071,-97.85352548591688,-82.45375348373632,43.54826628791385,-82.79363044057551,-79.6349115796938,-26.509591874482446,-82.29443474372954,28.303662460476957,58.73016268582674,50.00000001071882,53.84615377917717
57,-82.06529992230014,-33.689573743851135,62.35993598896712,28.866452493181157,99.68849463716234,39.67213115747441,99.83738735131945,28.868208939211485,24.46305342396782,-8.790690350107226,82.77310925956147,4.564569166721299,66.95078359727745,-10.475466785326674,-97.85352548591688,-82.45375348373632,38.320976548305026,-82.79363044057551,-79.20707358711097,-20.411999498426084,-82.29443474372954,28.303662460476957,58.73016268582674,50.00000001071882,53.84615377917717
58,-74.27486712415751,-31.34087237540163,62.28371066222766,28.853340330611445,99.74266948094368,39.67213115747441,99.850938414627,28.81578084787023,26.634100960687633,-8.979399273044194,90.12605043797888,5.25269516243813,81.82568049818136,-5.416847595416996,-97.85352548591688,-74.79803318023663,7.796000898620434,-82.79363044057551,-72.03365659581874,-21.292648395872657,-75.03606408074144,-4.807466068228564,58.73016268582674,50.00000001071882,53.84615377917717
59,-49.491268034163056,-20.703367709917963,62.39042611466738,28.866452493181157,99.74266948094368,39.619672124964836,99.86448945573252,28.77645980620747,30.23183685545075,-9.183833924529623,94.16612799108051,5.313861912045425,85.41380258089941,-6.306990884513326,-97.85352548591688,-49.61116641454425,-23.178311981691323,-82.79363044057551,-47.490017122953915,-23.131196098935604,-49.63176675406338,-32.209238487102596,58.73016268582674,50.00000001071882,53.84615377917717
60,-49.67350038663321,-20.08201813443521,62.32944586326684,28.9057890238563,99.64786349323131,39.59344261945367,99.8780405190401,28.933744015807605,28.20035665838091,-8.444724012860348,97.462831294534,5.436195436313923,83.77783887320473,-7.066869297262855,-97.85352548591688,-49.7017666454534,-11.525499895647883,-82.79363044057551,-46.905305202016045,-24.233294717947658,-49.75324577340436,-27.597835469385203,58.73016268582674,53.33333595443813,53.84615377917717
61,-49.67350038663321,-21.436560210616413,62.37518103932851,28.945125554531444,99.71558205905299,39.73770491050874,99.8780405190401,28.868208939211485,31.9996898412887,-11.32253499103004,93.40659341957004,4.9468613893477595,86.47236732498749,-4.950065141108624,-97.85352548591688,-49.7017666454534,-18.864674597118473,-82.79363044057551,-49.557900737804424,-28.00309000712711,-49.75324577340436,-32.83664027238093,58.73016268582674,53.33333595443813,53.84615377917717
62,-49.67350038663321,-20.59152478470226,62.34469091362823,28.827115983989017,99.62077607134066,39.69836066298558,99.83738735131945,28.868208939211485,29.76661238148168,-13.366881583179449,93.08338722061734,4.656319291132235,87.58592246265047,-4.841511074522032,-97.85352548591688,-49.7017666454534,-12.42417435690217,-82.79363044057551,-50.099828875606306,-26.313892118931804,-49.75324577340436,-27.817426092947713,65.07936171092223,53.33333595443813,59.999992678232644
63,-42.06529992603227,-16.826146390667304,62.29895571258905,28.918901207909016,99.71558205905299,39.685245899486404,99.81028524690632,28.160429910112754,32.23230209097697,-9.687057701851472,98.17388495341163,4.5492774667925175,88.68572999628873,-20.375597049758383,-97.85352548591688,-42.15174663608761,-14.086722088136796,-82.79363044057551,-42.084997138385795,-30.073387418667732,-42.31265659135636,-27.613520499240607,65.07936171092223,53.33333595443813,59.999992678232644
