Timestamp,L_1,L_2,A_1,A_2,B_1,B_2,C_1,C_2,A_3,A_4,B_3,B_4,C_3,C_4,L_3,L_4,L_5,L_6,L_7,L_8,L_9,L_10,A_5,B_5,C_5
28,-90.67577828416577,-52.66558966182034,-49.904718354064464,-57.22808627628528,-55.576623550359415,-56.87868851326746,33.23395892902337,7.3858051101873485,-65.80600139448194,-77.00896367296349,-72.93148028301546,-76.98600810518802,-12.881495740835106,-27.377333917740593,-90.46179282776217,-98.61079631689125,-77.92256421739431,-22.67820884713892,-87.43582430076209,-37.85502769072897,-91.20795687543992,-4.462395103029436,-100.0,-100.0,53.84615377917717
29,-89.3849658318729,-50.25475332360652,-50.072414057904716,-57.03140366587556,-18.19597750237172,-20.681967212049557,33.24750999233095,7.307162983912733,-65.58889664335071,-72.22833778840584,-31.09243697999633,-38.145118118479154,-17.349463850463778,-27.377333917740593,-88.995539112028,-98.61079631689125,-77.92256421739431,-26.204980253814888,-86.29492298876558,-36.71687911372724,-89.76539366941726,-14.15575249669675,-100.0,-70.26660865395766,53.84615377917717
30,-89.3849658318729,-51.137069711019194,-49.98094365582639,-56.86094538060528,10.923004003553146,-14.124590168152977,33.20685682461027,7.425126151850108,-68.17864619647968,-75.73517848565135,-33.56496445096718,-51.54063766044162,-21.363761342612392,-29.515848901440556,-89.25251141144707,-98.61079631689125,-77.92256421739431,-7.481030266295406,-86.29492298876558,-33.925582603144775,-89.76539366941726,15.661516755666412,-100.0,33.3333333261875,53.84615377917717
31,-88.10933940687914,-50.59028209925362,-34.94931016196446,-44.02412640920446,10.936547703403463,-14.019672124621067,33.288163160051596,7.35959105377944,-36.48135225945974,-51.847774793988066,-30.381383321118705,-51.12776206301152,-18.834204026506427,-29.667824587547564,-87.65021353544873,-98.61079631689125,-77.92256421739431,-2.340493780833228,-85.0399315455694,-34.57963178514788,-88.67208260730354,20.17880951715631,-100.0,33.3333333261875,53.84615377917717
32,-88.10933940687914,-48.44041257296972,24.78085220435726,-14.023470801075987,10.936547703403463,-14.059016393631438,33.26106105563849,7.280948948979386,-15.56175855136486,-50.416732182059974,-31.512605030691752,-49.01750897607468,-23.494638434813254,-29.504993487667697,-87.90718583734441,-98.61079631689125,-77.92256421739431,4.061130670763404,-85.19680547626099,-26.864941430125377,-88.61134310260884,30.907379806421034,10.866907690146334,33.3333333261875,53.84615377917717
33,-81.86788154750703,-29.725363487290508,62.37518103932851,28.9975742477763,69.20159815933388,39.52786884493216,77.6678636768037,64.32269480503308,20.229510728634594,-5.315301146029725,52.521008418023854,3.1271504006264337,26.9865273479206,41.804168470707424,-81.66427052592735,-98.61079631689125,-77.92256421739431,-1.8061344624651383,-79.03593839147977,-24.943993831764843,-82.35517424842425,19.582777817287123,58.73016268582674,50.00000001071882,53.84615377917717
34,-81.86788154750703,-28.880328081736423,62.314200787927916,7.454271295442879,99.71558205905299,7.488524586235641,77.58655734136241,7.4382331800540555,20.741257657622796,-29.674477108964332,76.72915319881722,-33.129444149602826,29.254880390272774,-28.256621793064063,-81.66427052592735,-98.61079631689125,-77.92256421739431,-1.8061344624651383,-79.15002852267942,-23.100296132292584,-82.35517424842425,19.708258184622153,58.73016268582674,50.00000001071882,53.84615377917717
35,-74.48747152376166,-35.11867776338945,62.37518103932851,7.493607804635019,99.72912575890334,7.370491800691767,77.5188020914307,7.241627885842078,24.63363572516141,-29.139801848780493,85.39107952138488,-30.94273261312992,38.2045641910308,-27.909248801329618,-73.84928936587083,-98.61079631689125,-77.92256421739431,-13.348295417033839,-72.26183685821805,-37.546028076612814,-74.747551446503,2.062583330233764,58.73016268582674,50.00000001071882,53.84615377917717
36,-59.77220957309674,-0.8947433803475349,62.23797546118851,7.40182258071502,99.72912575890334,7.409836069702138,77.6678636768037,7.307162983912733,29.921687214607203,-35.08413272805684,87.97672916596073,-30.331065066949158,49.56007698429232,-26.248371685710893,-59.89720502977913,-98.61079631689125,-77.92256421739431,-26.02329808311835,-59.18425556507685,-17.92455260555046,-59.33490244431707,-13.293075058000511,71.4285732106637,63.333330708655666,66.15384366809852
37,-37.17539863810179,-20.976761515800746,62.405671165028764,7.388710418145308,99.71558205905299,7.409836069702138,77.6678636768037,7.3989121169167476,24.2459486677551,-32.379304918510584,87.12023271623053,-33.725820020908714,52.73577123908052,-24.37038645470451,-35.998781047591564,-98.61079631689125,-77.92256421739431,-41.66933848508749,-36.73702223694173,-27.591090522201426,-37.28646268547055,-33.589522399295916,71.4285732106637,63.333330708655666,66.15384366809852
38,-24.692482904429085,-20.777929653275066,62.42091624036766,7.336261724900453,99.71558205905299,7.488524586235641,77.65431261349613,7.3858051101873485,26.603085999144,-29.83173454903931,87.31415644619301,-31.768483833044023,54.56420126797738,-26.747720363552347,-23.271094131587972,-98.61079631689125,-77.92256421739431,-40.11969649859081,-24.614945799899402,-28.167889801097385,-24.667830854459154,-36.2716649716121,71.4285732106637,63.333330708655666,66.15384366809852
39,-12.52847380623976,-13.880949414280693,62.35993598896712,7.40182258071502,99.81038804676533,7.4622950807244735,77.70851684452438,7.3858051101873485,25.595099634643134,-30.36640980922315,90.72398189677446,-31.92140070706227,56.915039866905886,-25.95527572726973,-10.52829121181135,-98.61079631689125,-77.92256421739431,-43.99914503542845,-13.063348536641968,-30.778936536919385,-12.231417515140862,-34.812955833046686,77.77778468998841,70.00000261753186,66.15384366809852
40,-12.148823086440729,-15.446750346940448,62.28371066222766,7.454271295442879,99.78330060268465,7.501639349734845,77.61365946797753,7.3858051101873485,25.517562218080386,-32.01761282695018,88.6231415638662,-33.41998622276443,54.096783068996615,-25.95527572726973,-10.422479086335898,-98.61079631689125,-77.92256421739431,-44.96099178747914,-12.835139768138845,-28.554139318320686,-12.246602377009182,-35.659948241887534,90.47619521482537,76.86665766757363,78.4615335372313
41,12.81700835602389,-17.459922960102922,62.268465586888766,7.441159111390164,99.74266948094368,7.409836069702138,77.6678636768037,7.3989121169167476,27.750639677887392,-33.46438119319179,86.89398836902052,-33.985778719266676,56.92878744840658,-25.618758149308142,14.715458344478861,-98.61079631689125,-77.92256421739431,-42.34263119926606,10.881346268132049,-28.935238841666,13.112140304354583,-18.39071443810745,99.99999999999997,93.3333280911238,93.84614893097987
42,42.050113904953335,8.997141790484818,62.42091624036766,7.493607804635019,99.72912575890334,7.475409844223677,77.62721050908306,7.4513401867834546,28.727611080844667,-29.81600879472579,89.15643181464367,-33.374111173085915,56.18641737164728,-25.303951363321275,43.768444393119225,-98.61079631689125,-77.92256421739431,-22.53927543381856,38.93325726662407,-9.78241278734341,43.147824770086274,-1.403811454406565,99.99999999999997,100.0,93.84614893097987
43,64.76841305834121,5.182055420638406,74.79990854853088,28.866452493181157,77.47680640124702,7.475409844223677,77.58655734136241,7.372698081983401,43.95595874861192,-10.01729831054989,49.692954104375644,-33.618778196569004,55.48529006191413,-25.303951363321275,68.69475757298308,-98.61079631689125,-77.92256421739431,-35.15015497259376,61.06674271935658,-18.032702471925532,66.09217217528784,-14.563563632714207,99.99999999999997,100.0,93.84614893097987
44,63.73576310247829,1.7894867637490677,74.86088879993142,69.22572609131936,66.35741857234407,18.688524599815565,77.61365946797753,7.35959105377944,43.19609210186738,54.222362018024484,35.520361998318265,-5.375028671674315,58.79846026685365,-27.116804165047007,67.07731344391745,-98.61079631689125,-77.92256421739431,-35.79138614062756,61.608642327689,-25.42294323288548,64.93812162838252,-15.09685513606668,99.99999999999997,100.0,93.84614893097987
45,63.73576310247829,4.374300976582845,74.84564372459252,82.60014422218745,66.39804971627504,61.12786885730878,77.62721050908306,39.57664329395098,40.54431262311044,57.0687214875671,34.4699418186256,29.979356234158672,55.622766012065426,4.656969164881929,67.39478005973162,-98.61079631689125,-77.92256421739431,-42.93042643371205,61.62293211041522,-19.382000781892998,65.10515525820732,-18.704415343595812,99.99999999999997,100.0,93.84614893097987
46,63.73576310247829,3.3304337085030937,74.79990854853088,61.16173867782672,66.42513713816572,61.11475409380961,66.488244462999,61.12458222104573,41.35070169946667,28.117628563011834,36.21525533533358,31.355608225592334,42.24635689122894,30.330004329697857,67.54594022129224,-98.61079631689125,-77.92256421739431,-37.031099719318966,62.107815165093044,-23.393845773212526,65.12034012007562,-32.50725433703718,99.99999999999997,100.0,93.84614893097987
47,63.73576310247829,7.182801039848016,74.8761338502928,82.53458336637289,66.41159341612538,82.63606556816549,66.50179550410454,82.54145095199922,43.53725672966202,62.03805629506172,34.2598577932779,64.59974004448847,43.49738795651919,58.91228830473615,67.39478005973162,-98.61079631689125,-77.92256421739431,-31.19589613223519,60.724472337440446,-20.303849632051012,64.99886112561357,-23.441298728648206,99.99999999999997,100.0,93.84614893097987
48,63.73576310247829,5.393314277116943,74.84564372459252,82.53458336637289,66.41159341612538,82.63606556816549,66.58310183954583,82.54145095199922,42.09506085273567,58.42113540522277,35.471881059208386,62.198944884390045,40.665383554585176,57.84845851977259,66.94129952551772,-98.61079631689125,-77.92256421739431,-38.81585979259009,60.65316600105963,-26.808291500842625,65.59107128581341,-42.74958826391237,99.99999999999997,100.0,93.84614893097987
49,63.73576310247829,5.853112971932617,74.83039867423113,82.58703205961774,66.46576828209672,82.6622950951639,66.54244867182518,82.47591585392857,41.36620919294221,60.77999685175709,33.0963154664573,62.21423655926489,40.47291723338297,58.56491531300172,66.63897917763045,-98.61079631689125,-77.92256421739431,-38.44180829249528,60.296634342521045,-25.587743026855755,65.57588639906622,-29.981962191766797,99.99999999999997,100.0,93.84614893097987
50,63.73576310247829,6.275630664529615,74.78466347319198,82.61325640624017,66.43868086020603,82.71475410618623,66.58310183954583,82.46280884719917,39.8774908864042,60.103789905811794,35.213316094750795,65.21140761572315,42.91998899291258,57.67477202390539,66.89595146466648,-98.61079631689125,-77.92256421739431,-33.37608209304415,61.62293211041522,-26.864941430125377,65.0596006228446,-21.229707463167813,99.99999999999997,100.0,93.84614893097987
51,63.73576310247829,1.714924820391957,74.79990854853088,82.56080771299531,66.45222456005638,82.59672132064233,66.54244867182518,82.54145095199922,40.265177943810514,61.802170160714326,34.58306399223062,63.91161404877164,41.009073407439374,57.52279633779837,67.03199562245409,-98.61079631689125,-77.92256421739431,-36.881479129786975,61.89389617931617,-21.998197513280534,65.18104926504792,-31.221080706769712,99.99999999999997,100.0,93.84614893097987
52,63.73576310247829,4.287312039272862,74.89137892563167,82.57391987556502,66.45222456005638,82.63606556816549,66.51534656741211,82.64630709173267,39.33472899587238,63.56345338134085,35.64964446730852,59.92048322350618,40.87159745728806,57.197134173609626,67.10757571561739,-98.61079631689125,-77.92256421739431,-34.29518008771867,61.43753565451756,-26.241792208858865,64.84698200539829,-22.735471716997793,99.99999999999997,100.0,93.84614893097987
53,63.73576310247829,3.6783894577429805,74.83039867423113,82.5476955289426,66.33033115045339,82.60983606265432,66.55599973513273,82.44970181899524,43.382181896536494,62.38402265807366,33.12863608370486,61.41906873920834,41.545229581495775,56.58923142918162,66.88083546089346,-98.61079631689125,-77.92256421739431,-33.15165118248134,59.284084426663796,-24.295094642795945,65.04441576097626,-22.86095208433281,99.99999999999997,100.0,93.84614893097987
54,63.73576310247829,2.460544294683203,74.79990854853088,82.58703205961774,66.50639940383769,82.58360655714316,66.50179550410454,82.48902288213253,45.165542375849995,59.27032551979153,32.69230771114712,61.954277860906956,40.67913115860992,57.197134173609626,67.60640431068252,-98.61079631689125,-77.92256421739431,-38.36699798897435,59.51226468906309,-25.783442782406397,65.04441576097626,-24.27260605623691,99.99999999999997,100.0,93.84614893097987
55,63.73576310247829,5.293898345854103,74.86088879993142,82.62636859029288,66.41159341612538,82.6622950951639,66.51534656741211,82.58077201513655,43.24261455688652,60.70136813171959,35.423400146575574,62.504778657480415,39.99175143037746,57.43595309875748,67.19827181255376,-98.61079631689125,-77.92256421739431,-41.38078444721537,60.75299486731966,-23.63074546966176,64.8925669930198,-18.014273387499145,99.99999999999997,100.0,93.84614893097987
56,63.73576310247829,4.125761158605783,74.83039867423113,82.50835899826748,66.46576828209672,82.63606556816549,66.51534656741211,82.50212988886193,41.16461193020503,60.638465165995626,35.76276664091354,63.055279454053874,41.80643387777363,59.47676942964374,67.74241822908228,-98.61079631689125,-77.92256421739431,-34.530298192003,59.41240729333357,-27.42629072823115,64.63442409246953,-18.31228923743373,99.99999999999997,100.0,93.84614893097987
57,63.73576310247829,3.1937367953816533,74.7694184228306,82.66570509948505,66.42513713816572,82.6229508261535,66.51534656741211,82.48902288213253,40.218655488791356,62.619908792421086,35.213316094750795,62.62711218174891,40.84410227176261,59.04255318108294,67.51570818898013,-98.61079631689125,-77.92256421739431,-41.2952869674828,61.99372504557623,-23.069396174087316,65.57588639906622,-42.686848093094056,99.99999999999997,100.0,93.84614893097987
58,63.73576310247829,1.50366596391342,74.86088879993142,82.63948075286262,66.46576828209672,82.68852460067507,66.58310183954583,82.6200930567993,41.009537097079516,64.72715835029445,34.27601811514022,59.84402477397012,41.35276326029357,58.695180189348505,67.33431599510742,-98.61079631689125,-77.92256421739431,-33.29058461331158,61.551625774034406,-24.470194422834645,65.43922251785695,-32.72684496059968,99.99999999999997,100.0,93.84614893097987
59,63.73576310247829,2.858208019734562,74.84564372459252,82.60014422218745,66.33033115045339,82.58360655714316,66.47469339969146,82.6200930567993,44.32813831254269,63.09168108688095,36.34453783080092,64.12569769745107,40.72037392563607,56.61094223894183,67.80291253309436,-98.61079631689125,-77.92256421739431,-28.41722776076861,60.78151739719887,-25.479593162168232,65.18104926504792,-22.264920384463622,99.99999999999997,100.0,93.84614893097987
60,63.73576310247829,2.783646076377451,74.86088879993142,82.56080771299531,66.49285570398737,82.6229508261535,66.62375498506444,82.52834392379529,43.924943787068315,63.421921695579385,34.22753717603034,63.48344675141277,42.23260928720417,57.57707337109166,67.87849262625765,-98.61079631689125,-77.92256421739431,-37.67233088735276,61.69423844679609,-23.19299602378389,65.36329813387867,-27.1743392521156,99.99999999999997,100.0,93.84614893097987
61,63.73576310247829,3.715670439601567,74.90662400097057,82.5476955289426,66.46576828209672,82.70163934268703,66.44759129527836,82.56766498693261,42.35868806396755,61.896524609300286,35.26179703386069,65.80778348702904,42.23260928720417,58.16326530575948,67.74241822908228,-98.61079631689125,-77.92256421739431,-33.429518026631946,60.1397604165026,-25.912192620918315,65.0899703714601,-21.010116839605317,99.99999999999997,100.0,93.84614893097987
62,63.73576310247829,1.2551261255762967,74.83039867423113,82.67881728353774,66.46576828209672,82.6229508261535,66.58310183954583,82.51523691706586,41.676358833785756,63.01305236684345,35.60116355467571,59.84402477397012,41.44899642089467,60.55145461059466,67.30408393802922,-98.61079631689125,-77.92256421739431,-33.84631828410293,61.26640045187669,-24.465044434019305,64.86219724440427,-28.758528732317657,99.99999999999997,100.0,93.84614893097987
63,63.73576310247829,1.0687212570034887,74.84564372459252,82.63948075286262,66.42513713816572,82.67540983717586,66.44759129527836,82.50212988886193,44.51422810721181,61.534832517739886,32.38526180757967,61.84723603656724,41.44899642089467,58.45636126420062,66.98664758636893,-98.61079631689125,-77.92256421739431,-47.22667522802065,61.48031943765356,-26.267542176561246,65.07478550959179,-25.762685280211485,99.99999999999997,100.0,93.84614893097987
64,63.73576310247829,0.8698893944778092,74.8761338502928,82.56080771299531,66.39804971627504,82.57049181513116,66.54244867182518,82.54145095199922,43.61479414622477,60.33967604015919,35.87588881451855,64.07982262271867,42.43882321243113,59.21623967695017,67.01687961868105,-98.61079631689125,-77.92256421739431,-41.00673294712056,60.62464347118042,-23.326895851111146,64.7407182250633,-20.947376668786987,99.99999999999997,100.0,93.84614893097987
